,agent_type,simulation_depth,simulation_limit,average_score,std_score,average_turns,std_turns
0,Ground,8,8,0.1814557820558548,0.0168372031237778,7.026666666666666,0.11698932690631458
1,Ground,8,16,0.2563644882043203,0.017180462280420743,6.526666666666666,0.1289075303446912
2,Ground,8,32,0.3934341355164846,0.01326923204571145,5.453333333333333,0.12463339229822944
3,Ground,8,64,0.47239225804805757,0.007657803212677946,4.626666666666667,0.08698101655456224
4,Ground,8,128,0.5096347272396088,0.002517316829515739,4.16,0.03287832629628131
5,Ground,16,8,0.1512936927874883,0.016175521915076443,7.193333333333333,0.10689712241222826
6,Ground,16,16,0.31200646559397377,0.015795023997098527,6.16,0.1265901099154734
7,Ground,16,32,0.4014508030811946,0.013018212582033659,5.3533333333333335,0.1211934193422718
8,Ground,16,64,0.5047561872005463,0.003819526740586501,4.24,0.055707770595294755
9,Ground,16,128,0.5183522301912308,0.0013530053926830163,4.046666666666667,0.0172795586432436
10,Ground,32,8,0.1669078799088796,0.016546848946985313,7.12,0.11308961820152387
11,Ground,32,16,0.28831088026364643,0.017172224984349713,6.286666666666667,0.13686704359040647
12,Ground,32,32,0.4022668961683909,0.011972463162364388,5.406666666666666,0.11589421492441097
13,Ground,32,64,0.4974672198295593,0.0037459447377824954,4.326666666666667,0.05223991005767244
14,Ground,32,128,0.5173082178831101,0.00152339771512503,4.06,0.01945568014572829
15,Ground,64,8,0.18906743903954823,0.016530051301032873,7.0,0.11072266177245572
16,Ground,64,16,0.30255503952503204,0.01726357201191199,6.1066666666666665,0.13582020839404876
17,Ground,64,32,0.4207855252424876,0.011085709293187198,5.206666666666667,0.11164688128167947
18,Ground,64,64,0.5034515637159348,0.0033741582646861002,4.246666666666667,0.04628156862437344
19,Ground,64,128,0.5158988010883331,0.0019549745341615717,4.08,0.025940906860971048
20,Abstract,8,8,0.38103657523790996,0.013483757901465932,5.58,0.12379892768778046
21,Abstract,8,16,0.46886086503664653,0.006520275449993736,4.72,0.08624402193723642
22,Abstract,8,32,0.508303611278534,0.0028456214176799583,4.18,0.03792138341240354
23,Abstract,8,64,0.5109018969535828,0.0026420289775851255,4.1466666666666665,0.03588032141130668
24,Abstract,8,128,0.5154433506727218,0.0020662761251710074,4.086666666666667,0.028278997774637566
25,Abstract,16,8,0.3862058299779892,0.012544187224058947,5.613333333333333,0.12434586486439335
26,Abstract,16,16,0.49610606650511424,0.004742509776559994,4.32,0.0512221987670623
27,Abstract,16,32,0.5167862117290497,0.001600097721067088,4.066666666666666,0.020435234445940465
28,Abstract,16,64,0.515820500254631,0.0018507420011994065,4.08,0.024154610122223034
29,Abstract,16,128,0.5209622609615326,0.0007357467364236973,4.013333333333334,0.009396399265931733
30,Abstract,32,8,0.3786635782321294,0.01290569438569342,5.666666666666667,0.12175696137613486
31,Abstract,32,16,0.4873646378517151,0.004473551406918828,4.466666666666667,0.06251025270118969
32,Abstract,32,32,0.515820500254631,0.0018507420011994065,4.08,0.024154610122223034
33,Abstract,32,64,0.5116444510221482,0.002270686536415729,4.133333333333334,0.029411326048402315
34,Abstract,32,128,0.5179085248708725,0.001572284360056932,4.053333333333334,0.020696305513161248
35,Abstract,64,8,0.3965610647201538,0.01157261556818137,5.52,0.11728471638703217
36,Abstract,64,16,0.4876617674032847,0.0055432524645165635,4.446666666666666,0.06791010419702438
37,Abstract,64,32,0.5148547887802124,0.0020682507319795727,4.093333333333334,0.02732956813702517
38,Abstract,64,64,0.5163425064086914,0.0017867401539860496,4.073333333333333,0.023357290353915344
39,Abstract,64,128,0.5199182486534119,0.0010334486740683306,4.026666666666666,0.013198422611556985
40,LLM,8,8,0.27586444596449533,0.017390515976213737,6.326666666666667,0.13226529731556438
41,LLM,8,16,0.4489542015393575,0.007452512681563642,4.98,0.09481879574665371
42,LLM,8,32,0.49571412682533267,0.004048297338506844,4.3533333333333335,0.056073351342664654
43,LLM,8,64,0.5088921731710434,0.0028532704982021664,4.173333333333333,0.038711537645840094
44,LLM,8,128,0.5142544817924499,0.0020252696484276073,4.1,0.026334621779143884
45,LLM,16,8,0.32707882940769195,0.016224065691870893,5.96,0.1310361392847703
46,LLM,16,16,0.476018049120903,0.005725608216780792,4.6466666666666665,0.0846821490538697
47,LLM,16,32,0.5121664571762085,0.0022254151267319697,4.126666666666667,0.028842962404001228
48,LLM,16,64,0.5188742363452912,0.0012570118159056457,4.04,0.01605360149017563
49,LLM,16,128,0.5173082178831101,0.00152339771512503,4.06,0.019455680145728283
50,LLM,32,8,0.3120346748828888,0.01624572902639523,6.1066666666666665,0.12871648836621652
51,LLM,32,16,0.47973769148190815,0.006334972410924056,4.526666666666666,0.06931861829735743
52,LLM,32,32,0.5134336268901825,0.0023564472021973377,4.113333333333333,0.03213042028252498
53,LLM,32,64,0.5162642055749893,0.0016721923471551797,4.073333333333333,0.021355972327761884
54,LLM,32,128,0.5188742363452912,0.0012570118159056457,4.04,0.016053601490175626
55,LLM,64,8,0.3094686450560888,0.01591171315206744,6.173333333333333,0.12717782180645043
56,LLM,64,16,0.47376902798811593,0.007887951784612032,4.573333333333333,0.08046101320382888
57,LLM,64,32,0.5117227518558503,0.0023573472216411977,4.133333333333334,0.03089517047271959
58,LLM,64,64,0.5162642055749893,0.0016721923471551797,4.073333333333333,0.021355972327761884
59,LLM,64,128,0.5188742363452912,0.0012570118159056457,4.04,0.016053601490175626
