,agent_type,simulation_depth,simulation_limit,average_score,std_score,average_turns,std_turns
0,Ground,8,8,0.0022312436501185097,0.0015724242147066307,11.986666666666666,0.009396399265931733
1,Ground,8,16,0.001312496264775594,0.0013124962647755947,11.986666666666666,0.01333333333333333
2,Ground,8,32,0.0035732710361480713,0.002070746204263421,11.973333333333333,0.018792798531863466
3,Ground,8,64,0.01294449418783188,0.0036242260369812327,11.94,0.02361131947094098
4,Ground,8,128,0.011293405691782634,0.0037713038059648653,11.906666666666666,0.041608236435819186
5,Ground,8,256,0.02761290003856023,0.005762248661748677,11.74,0.06783979021536936
6,Ground,8,512,0.031465666691462196,0.006248687268778233,11.68,0.07703684582855484
7,Ground,8,1024,0.07436344891786575,0.008144759843682408,11.273333333333333,0.09916730114661762
8,Ground,16,8,0.002063900331656138,0.0014593299529254717,11.993333333333334,0.006666666666666666
9,Ground,16,16,0.011612412730852763,0.004086457114332081,11.866666666666667,0.051524123206367484
10,Ground,16,32,0.0022607747713724773,0.001614054636562758,11.986666666666666,0.013333333333333332
11,Ground,16,64,0.014305584530035654,0.00409496321558606,11.9,0.04203971702576344
12,Ground,16,128,0.03536844730377197,0.00604121896546476,11.72,0.0613932204463858
13,Ground,16,256,0.04006280104319255,0.006643514129154925,11.64,0.07816691828448886
14,Ground,16,512,0.04848227173089981,0.007256630162619641,11.513333333333334,0.08759100945082472
15,Ground,16,1024,0.09375033497810364,0.00846826659912523,11.106666666666667,0.10874375876730884
16,Ground,32,8,0.0028566095232963563,0.0020198338892094326,11.966666666666667,0.023962436425231447
17,Ground,32,16,0.0018965570131937663,0.001336560519492869,12.0,0.0
18,Ground,32,32,0.005243422488371531,0.0023205408763709626,11.98,0.011469246887266565
19,Ground,32,64,0.013402516742547353,0.003786144679817412,11.926666666666666,0.03151174869381233
20,Ground,32,128,0.01975973298152288,0.0048513940220945425,11.846666666666666,0.054124445772005564
21,Ground,32,256,0.027357882857322692,0.005706922229944342,11.746666666666666,0.06566586606218822
22,Ground,32,512,0.04998123049736023,0.007293270580359641,11.533333333333333,0.08857139420680649
23,Ground,32,1024,0.08130399952332179,0.00839937829752919,11.166666666666666,0.10380530160503583
24,Ground,64,8,0.002063900331656138,0.0014593299529254717,11.993333333333334,0.006666666666666666
25,Ground,64,16,0.001312496264775594,0.0013124962647755947,11.986666666666666,0.01333333333333333
26,Ground,64,32,0.005163469215234121,0.0026271956408606013,11.953333333333333,0.02890494591904899
27,Ground,64,64,0.012101794481277467,0.0037738603514146465,11.906666666666666,0.03705810983910444
28,Ground,64,128,0.020034483174482982,0.0046783896215259755,11.86,0.044400052401363764
29,Ground,64,256,0.031401676833629606,0.006105430654303385,11.713333333333333,0.07347961817977072
30,Ground,64,512,0.069115223189195,0.008502605911416111,11.22,0.11067011665466854
31,Ground,64,1024,0.09739396532376607,0.008589778555985526,11.053333333333333,0.1122424137002531
32,Ground,128,8,0.0011156218250592549,0.0011156218250592549,11.993333333333334,0.006666666666666666
33,Ground,128,16,0.005193000336488088,0.002652102766989147,11.953333333333333,0.030413506164139025
34,Ground,128,32,0.005834045807520548,0.002604751012344681,11.96,0.02293849377453313
35,Ground,128,64,0.009776746034622192,0.0034096283377885697,11.92,0.032107202980351246
36,Ground,128,128,0.025383052825927736,0.005138155608919426,11.84,0.048309220244446074
37,Ground,128,256,0.02691148648659388,0.005485849145759102,11.793333333333333,0.0592999176949504
38,Ground,128,512,0.048349387149016064,0.007352591755076427,11.486666666666666,0.08961097461285848
39,Ground,128,1024,0.09995016475518545,0.008862460294334485,10.986666666666666,0.12039705625908732
40,Ground,256,8,0.0033763965964317324,0.0019534405032732016,11.98,0.014867046874683931
41,Ground,256,16,0.002063900331656138,0.0014593299529254717,11.993333333333334,0.006666666666666666
42,Ground,256,32,0.006308622161547343,0.0028636510010471255,11.946666666666667,0.031068469765534984
43,Ground,256,64,0.01601704110701879,0.004378174846182234,11.873333333333333,0.04662829998437923
