prompt_idx,total_runs
10,1.6363636363636365
5,1.4146341463414633
9,1.394736842105263
1,1.3846153846153846
6,1.368421052631579
8,1.3414634146341464
11,1.3414634146341464
0,1.3157894736842106
4,1.2857142857142858
3,1.255813953488372
2,1.2439024390243902
7,1.2105263157894737
